a,b,c,d
2.18,66.9,80,0.44198895
2.18,67,80,0.44198895
2.18,67.1,80,0.44198895
2.18,67.2,80,0.44198895
2.18,67.3,80,0.44198895
2.18,67.4,79,0.436464088
2.18,67.5,79,0.436464088
2.18,67.6,79,0.436464088
2.18,67.7,79,0.436464088
2.18,67.8,79,0.436464088
2.18,67.9,79,0.436464088
2.18,68,79,0.436464088
2.18,68.1,78,0.430939227
2.18,68.2,78,0.430939227
2.18,68.3,78,0.430939227
2.18,68.4,78,0.430939227
2.18,68.5,78,0.430939227
2.18,68.6,78,0.430939227
2.18,68.7,77,0.425414365
2.18,68.8,78,0.430939227
2.18,68.9,77,0.425414365
2.18,69,77,0.425414365
2.18,69.1,77,0.425414365
2.18,69.2,77,0.425414365
2.18,69.3,77,0.425414365
2.18,69.4,76,0.419889503
2.18,69.5,76,0.419889503
2.18,69.6,76,0.419889503
2.18,69.7,76,0.419889503
2.18,69.8,76,0.419889503
2.18,69.9,76,0.419889503
2.18,70,76,0.419889503
2.18,70.1,75,0.414364641
2.18,70.2,75,0.414364641
2.18,70.3,75,0.414364641
2.18,70.4,75,0.414364641
2.18,70.5,75,0.414364641
2.18,70.6,75,0.414364641
2.18,70.7,75,0.414364641
2.18,70.8,75,0.414364641
2.18,70.9,74,0.408839779
2.18,71,74,0.408839779
2.18,71.1,74,0.408839779
2.18,71.2,74,0.408839779
2.18,71.3,74,0.408839779
2.18,71.4,74,0.408839779
2.18,71.5,73,0.403314917
2.18,71.6,72,0.397790055
2.18,71.7,72,0.397790055
2.18,71.8,72,0.397790055
2.18,71.9,72,0.397790055
2.18,72,72,0.397790055
2.18,72.1,72,0.397790055
2.18,72.2,71,0.392265193
2.18,72.3,71,0.392265193
2.18,72.4,71,0.392265193
2.18,72.5,71,0.392265193
2.18,72.6,71,0.392265193
2.18,72.7,72,0.397790055
2.18,72.8,71,0.392265193
2.18,72.9,71,0.392265193
2.18,73,70,0.386740331
2.18,73.1,71,0.392265193
2.18,73.2,71,0.392265193
2.18,73.3,71,0.392265193
2.18,73.4,71,0.392265193
2.18,73.5,71,0.392265193
2.18,73.6,70,0.386740331
2.18,73.7,70,0.386740331
2.18,73.8,70,0.386740331
2.18,73.9,70,0.386740331
2.18,74,70,0.386740331
2.18,74.1,70,0.386740331
2.18,74.2,70,0.386740331
2.18,74.3,69,0.38121547
2.18,74.4,69,0.38121547
2.18,74.5,69,0.38121547
2.18,74.6,69,0.38121547
2.18,74.7,69,0.38121547
2.18,74.8,68,0.375690608
2.18,74.9,69,0.38121547
2.18,75,68,0.375690608
2.18,75.1,68,0.375690608
2.18,75.2,68,0.375690608
2.18,75.3,68,0.375690608
2.18,75.4,68,0.375690608
2.18,75.5,68,0.375690608
2.18,75.6,68,0.375690608
2.18,75.7,67,0.370165746
2.18,75.8,67,0.370165746
2.18,75.9,67,0.370165746
2.18,76,67,0.370165746
2.18,76.1,67,0.370165746
2.18,76.2,68,0.375690608
2.18,76.3,67,0.370165746
2.18,76.4,66,0.364640884
2.18,76.5,66,0.364640884
2.18,76.6,66,0.364640884
2.18,76.7,66,0.364640884
2.18,76.8,66,0.364640884
2.18,76.9,67,0.370165746
2.18,77,66,0.364640884
2.18,77.1,65,0.359116022
2.18,77.2,65,0.359116022
2.18,77.3,65,0.359116022
2.18,77.4,65,0.359116022
2.18,77.5,65,0.359116022
2.18,77.6,65,0.359116022
2.18,77.7,65,0.359116022
2.18,77.8,64,0.35359116
2.18,77.9,66,0.364640884
2.18,78,64,0.35359116
2.18,78.1,64,0.35359116
2.18,78.2,64,0.35359116
2.18,78.3,64,0.35359116
2.18,78.4,64,0.35359116
2.18,78.5,63,0.348066298
2.18,78.6,63,0.348066298
2.18,78.7,63,0.348066298
2.18,78.8,63,0.348066298
2.18,78.9,63,0.348066298
2.18,79,63,0.348066298
2.18,79.1,63,0.348066298
2.18,79.2,62,0.342541436
2.18,79.3,62,0.342541436
2.18,79.4,62,0.342541436
2.18,79.5,62,0.342541436
2.18,79.6,62,0.342541436
2.18,79.7,62,0.342541436
2.18,79.8,62,0.342541436
2.18,79.9,61,0.337016575
2.18,80,61,0.337016575
2.18,80.1,61,0.337016575
2.18,80.2,61,0.337016575
2.18,80.3,61,0.337016575
2.18,80.4,61,0.337016575
2.18,80.5,61,0.337016575
2.18,80.6,60,0.331491713
2.18,80.7,60,0.331491713
2.18,80.8,60,0.331491713
2.18,80.9,60,0.331491713
2.18,81,60,0.331491713
2.18,81.1,60,0.331491713
2.18,81.2,60,0.331491713
2.18,81.3,60,0.331491713
2.18,81.4,59,0.325966851
2.18,81.5,59,0.325966851
2.18,81.6,59,0.325966851
2.18,81.7,59,0.325966851
2.18,81.8,59,0.325966851
2.18,81.9,59,0.325966851
2.18,82,59,0.325966851
2.18,82.1,58,0.320441989
2.18,82.2,58,0.320441989
2.18,82.3,58,0.320441989
2.18,82.4,58,0.320441989
2.18,82.5,59,0.325966851
2.18,82.6,58,0.320441989
2.18,82.7,58,0.320441989
2.18,82.8,58,0.320441989
2.18,82.9,57,0.314917127
2.18,83,57,0.314917127
2.18,83.1,57,0.314917127
2.18,83.2,57,0.314917127
2.18,83.3,57,0.314917127
2.18,83.4,57,0.314917127
2.18,83.5,57,0.314917127
2.18,83.6,56,0.309392265
2.18,83.7,56,0.309392265
2.18,83.8,56,0.309392265
2.18,83.9,56,0.309392265
2.18,84,56,0.309392265
2.18,84.1,56,0.309392265
2.18,84.2,56,0.309392265
2.18,84.3,56,0.309392265
2.18,84.4,55,0.303867403
2.18,84.5,55,0.303867403
2.18,84.6,55,0.303867403
2.18,84.7,55,0.303867403
2.18,84.8,55,0.303867403
2.18,84.9,55,0.303867403
2.18,85,55,0.303867403
2.18,85.1,55,0.303867403
2.18,85.2,55,0.303867403
2.18,85.3,54,0.298342541
2.18,85.4,54,0.298342541
2.18,85.5,54,0.298342541
2.18,85.6,54,0.298342541
2.18,85.7,54,0.298342541
2.18,85.8,54,0.298342541
2.18,85.9,54,0.298342541
2.18,86,53,0.29281768
2.18,86.1,53,0.29281768
2.18,86.2,53,0.29281768
2.18,86.3,53,0.29281768
2.18,86.4,53,0.29281768
2.18,86.5,53,0.29281768
2.18,86.6,53,0.29281768
2.18,86.7,53,0.29281768
2.18,86.8,52,0.287292818
2.18,86.9,52,0.287292818
2.18,87,52,0.287292818
2.18,87.1,53,0.29281768
2.18,87.2,53,0.29281768
2.18,87.3,53,0.29281768
2.18,87.4,53,0.29281768
2.18,87.5,53,0.29281768
2.18,87.6,52,0.287292818
2.18,87.7,52,0.287292818
2.18,87.8,52,0.287292818
2.18,87.9,52,0.287292818
2.18,88,52,0.287292818
2.18,88.1,52,0.287292818
2.18,88.2,52,0.287292818
2.18,88.3,52,0.287292818
2.18,88.4,51,0.281767956
2.18,88.5,51,0.281767956
2.18,88.6,51,0.281767956
2.18,88.7,51,0.281767956
2.18,88.8,51,0.281767956
2.18,88.9,51,0.281767956
2.18,89,51,0.281767956
2.18,89.1,51,0.281767956
2.18,89.2,50,0.276243094
2.18,89.3,50,0.276243094
2.18,89.4,50,0.276243094
2.18,89.5,50,0.276243094
2.18,89.6,50,0.276243094
2.18,89.7,50,0.276243094
2.18,89.8,50,0.276243094
2.18,89.9,50,0.276243094
2.18,90,49,0.270718232
2.18,90.1,49,0.270718232
2.18,90.2,49,0.270718232
2.18,90.3,49,0.270718232
2.18,90.4,49,0.270718232
2.18,90.5,49,0.270718232
2.18,90.6,49,0.270718232
2.18,90.7,49,0.270718232
2.18,90.8,48,0.26519337
2.18,90.9,48,0.26519337
2.18,91,48,0.26519337
2.18,91.1,48,0.26519337
2.18,91.2,48,0.26519337
2.18,91.3,48,0.26519337
2.18,91.4,48,0.26519337
2.18,91.5,48,0.26519337
2.18,91.6,48,0.26519337
2.18,91.7,47,0.259668508
2.18,91.8,47,0.259668508
2.18,91.9,47,0.259668508
2.18,92,47,0.259668508
2.18,92.1,47,0.259668508
2.18,92.2,47,0.259668508
2.18,92.3,47,0.259668508
2.18,92.4,48,0.26519337
2.18,92.5,47,0.259668508
2.18,92.6,47,0.259668508
2.18,92.7,47,0.259668508
2.18,92.8,47,0.259668508
2.18,92.9,47,0.259668508
2.18,93,47,0.259668508
2.18,93.1,47,0.259668508
2.18,93.2,47,0.259668508
2.18,93.3,46,0.254143646
2.18,93.4,46,0.254143646
2.18,93.5,46,0.254143646
2.18,93.6,46,0.254143646
2.18,93.7,46,0.254143646
2.18,93.8,46,0.254143646
2.18,93.9,46,0.254143646
2.18,94,46,0.254143646
2.18,94.1,46,0.254143646
2.18,94.2,45,0.248618785
2.18,94.3,45,0.248618785
2.18,94.4,45,0.248618785
2.18,94.5,45,0.248618785
2.18,94.6,45,0.248618785
2.18,94.7,45,0.248618785
2.18,94.8,45,0.248618785
2.18,94.9,45,0.248618785
2.18,95,44,0.243093923
2.18,95.1,44,0.243093923
2.18,95.2,44,0.243093923
2.18,95.3,44,0.243093923
2.18,95.4,44,0.243093923
2.18,95.5,44,0.243093923
2.18,95.6,44,0.243093923
2.18,95.7,44,0.243093923
2.18,95.8,43,0.237569061
2.18,95.9,43,0.237569061
2.18,96,43,0.237569061
2.18,96.1,43,0.237569061
2.18,96.2,43,0.237569061
2.18,96.3,43,0.237569061
2.18,96.4,43,0.237569061
2.18,96.5,43,0.237569061
2.18,96.6,42,0.232044199
2.18,96.7,42,0.232044199
2.18,96.8,42,0.232044199
2.18,96.9,42,0.232044199
2.18,97,42,0.232044199
2.18,97.1,42,0.232044199
2.18,97.2,42,0.232044199
2.18,97.3,42,0.232044199
2.18,97.4,42,0.232044199
2.18,97.5,41,0.226519337
2.18,97.6,41,0.226519337
2.18,97.7,41,0.226519337
2.18,97.8,41,0.226519337
2.18,97.9,41,0.226519337
2.18,98,41,0.226519337
2.18,98.1,41,0.226519337
2.18,98.2,41,0.226519337
2.18,98.3,41,0.226519337
2.18,98.4,41,0.226519337
2.18,98.5,40,0.220994475
2.18,98.6,40,0.220994475
2.18,98.7,40,0.220994475
2.18,98.8,40,0.220994475
2.18,98.9,40,0.220994475
2.18,99,40,0.220994475
2.18,99.1,40,0.220994475
2.18,99.2,40,0.220994475
2.18,99.3,40,0.220994475
2.18,99.4,39,0.215469613
2.18,99.5,39,0.215469613
2.18,99.6,39,0.215469613
2.18,99.7,39,0.215469613
2.18,99.8,39,0.215469613
2.18,99.9,39,0.215469613
2.18,100,39,0.215469613
2.18,100.1,39,0.215469613
2.18,100.2,39,0.215469613
2.18,100.3,38,0.209944751
2.18,100.4,38,0.209944751
2.18,100.5,38,0.209944751
2.18,100.6,38,0.209944751
2.18,100.7,38,0.209944751
2.18,100.8,38,0.209944751
2.18,100.9,38,0.209944751
2.18,101,38,0.209944751
2.18,101.1,38,0.209944751
2.18,101.2,37,0.20441989
2.18,101.3,37,0.20441989
2.18,101.4,37,0.20441989
2.18,101.5,38,0.209944751
2.18,101.6,38,0.209944751
2.18,101.7,38,0.209944751
2.18,101.8,38,0.209944751
2.18,101.9,38,0.209944751
2.18,102,38,0.209944751
2.18,102.1,37,0.20441989
2.18,102.2,37,0.20441989
2.18,102.3,37,0.20441989
2.18,102.4,37,0.20441989
2.18,102.5,37,0.20441989
2.18,102.6,37,0.20441989
2.18,102.7,37,0.20441989
2.18,102.8,37,0.20441989
2.18,102.9,37,0.20441989
2.18,103,36,0.198895028
2.18,103.1,36,0.198895028
2.18,103.2,36,0.198895028
2.18,103.3,36,0.198895028
2.18,103.4,36,0.198895028
2.18,103.5,36,0.198895028
2.18,103.6,36,0.198895028
2.18,103.7,36,0.198895028
2.18,103.8,36,0.198895028
2.18,103.9,35,0.193370166
2.18,104,35,0.193370166
2.18,104.1,35,0.193370166
2.18,104.2,35,0.193370166
2.18,104.3,35,0.193370166
2.18,104.4,35,0.193370166
2.18,104.5,35,0.193370166
2.18,104.6,35,0.193370166
2.18,104.7,35,0.193370166
2.18,104.8,35,0.193370166
2.18,104.9,35,0.193370166
2.18,105,34,0.187845304
2.18,105.1,34,0.187845304
2.18,105.2,34,0.187845304
2.18,105.3,34,0.187845304
2.18,105.4,35,0.193370166
2.18,105.5,35,0.193370166
2.18,105.6,35,0.193370166
2.18,105.7,35,0.193370166
2.18,105.8,34,0.187845304
2.18,105.9,34,0.187845304
2.18,106,34,0.187845304
2.18,106.1,35,0.193370166
2.18,106.2,34,0.187845304
2.18,106.3,34,0.187845304
2.18,106.4,34,0.187845304
2.18,106.5,34,0.187845304
2.18,106.6,34,0.187845304
2.18,106.7,34,0.187845304
2.18,106.8,36,0.198895028
2.18,106.9,34,0.187845304
2.18,107,33,0.182320442
2.18,107.1,33,0.182320442
2.18,107.2,33,0.182320442
2.18,107.3,33,0.182320442
2.18,107.4,33,0.182320442
2.18,107.5,33,0.182320442
2.18,107.6,34,0.187845304
2.18,107.7,33,0.182320442
2.18,107.8,35,0.193370166
2.18,107.9,33,0.182320442
2.18,108,32,0.17679558
2.18,108.1,32,0.17679558
2.18,108.2,32,0.17679558
2.18,108.3,33,0.182320442
2.18,108.4,32,0.17679558
2.18,108.5,32,0.17679558
2.18,108.6,32,0.17679558
2.18,108.7,32,0.17679558
2.18,108.8,32,0.17679558
2.18,108.9,32,0.17679558
2.18,109,36,0.198895028
2.18,109.1,31,0.171270718
2.18,109.2,31,0.171270718
2.18,109.3,31,0.171270718
2.18,109.4,33,0.182320442
2.18,109.5,31,0.171270718
2.18,109.6,31,0.171270718
2.18,109.7,31,0.171270718
2.18,109.8,31,0.171270718
2.18,109.9,30,0.165745856
2.18,110,30,0.165745856
2.18,110.1,30,0.165745856
2.18,110.2,31,0.171270718
2.18,110.3,31,0.171270718
2.18,110.4,31,0.171270718
2.18,110.5,31,0.171270718
2.18,110.6,31,0.171270718
2.18,110.7,31,0.171270718
2.18,110.8,31,0.171270718
2.18,110.9,31,0.171270718
2.18,111,30,0.165745856
2.18,111.1,30,0.165745856
2.18,111.2,30,0.165745856
2.18,111.3,30,0.165745856
2.18,111.4,30,0.165745856
2.18,111.5,30,0.165745856
2.18,111.6,30,0.165745856
2.18,111.7,30,0.165745856
2.18,111.8,30,0.165745856
2.18,111.9,30,0.165745856
2.18,112,30,0.165745856
2.18,112.1,29,0.160220994
2.18,112.2,29,0.160220994
2.18,112.3,29,0.160220994
2.18,112.4,29,0.160220994
2.18,112.5,29,0.160220994
2.18,112.6,29,0.160220994
2.18,112.7,29,0.160220994
2.18,112.8,29,0.160220994
2.18,112.9,29,0.160220994
2.18,113,29,0.160220994
2.18,113.1,28,0.154696133
2.18,113.2,28,0.154696133
2.18,113.3,28,0.154696133
2.18,113.4,28,0.154696133
2.18,113.5,28,0.154696133
2.18,113.6,28,0.154696133
2.18,113.7,28,0.154696133
2.18,113.8,28,0.154696133
2.18,113.9,28,0.154696133
2.18,114,28,0.154696133
2.18,114.1,28,0.154696133
2.18,114.2,28,0.154696133
2.18,114.3,27,0.149171271
2.18,114.4,27,0.149171271
2.18,114.5,27,0.149171271
2.18,114.6,27,0.149171271
2.18,114.7,27,0.149171271
2.18,114.8,27,0.149171271
2.18,114.9,27,0.149171271
2.18,115,27,0.149171271
2.18,115.1,27,0.149171271
2.18,115.2,27,0.149171271
2.18,115.3,27,0.149171271
2.18,115.4,27,0.149171271
2.18,115.5,26,0.143646409
2.18,115.6,26,0.143646409
2.18,115.7,26,0.143646409
2.18,115.8,26,0.143646409
2.18,115.9,26,0.143646409
2.18,116,26,0.143646409
2.18,116.1,26,0.143646409
2.18,116.2,26,0.143646409
2.18,116.3,26,0.143646409
2.18,116.4,26,0.143646409
2.18,116.5,26,0.143646409
2.18,116.6,25,0.138121547
2.18,116.7,25,0.138121547
2.18,116.8,25,0.138121547
2.18,116.9,25,0.138121547
2.18,117,25,0.138121547
2.18,117.1,26,0.143646409
2.18,117.2,26,0.143646409
2.18,117.3,26,0.143646409
2.18,117.4,26,0.143646409
2.18,117.5,26,0.143646409
2.18,117.6,26,0.143646409
2.18,117.7,26,0.143646409
2.18,117.8,25,0.138121547
2.18,117.9,25,0.138121547
2.18,118,25,0.138121547
2.18,118.1,25,0.138121547
2.18,118.2,25,0.138121547
2.18,118.3,25,0.138121547
2.18,118.4,25,0.138121547
2.18,118.5,25,0.138121547
2.18,118.6,25,0.138121547
2.18,118.7,25,0.138121547
2.18,118.8,25,0.138121547
2.18,118.9,25,0.138121547
2.18,119,24,0.132596685
2.18,119.1,24,0.132596685
2.18,119.2,24,0.132596685
2.18,119.3,24,0.132596685
2.18,119.4,24,0.132596685
2.18,119.5,24,0.132596685
2.18,119.6,24,0.132596685
2.18,119.7,24,0.132596685
2.18,119.8,24,0.132596685
2.18,119.9,24,0.132596685
2.18,120,24,0.132596685
2.18,120.1,24,0.132596685
2.18,120.2,23,0.127071823
2.18,120.3,24,0.132596685
2.18,120.4,24,0.132596685
2.18,120.5,24,0.132596685
2.18,120.6,24,0.132596685
2.18,120.7,24,0.132596685
2.18,120.8,24,0.132596685
2.18,120.9,24,0.132596685
2.18,121,24,0.132596685
2.18,121.1,24,0.132596685
2.18,121.2,24,0.132596685
2.18,121.3,24,0.132596685
2.18,121.4,24,0.132596685
2.18,121.5,23,0.127071823
2.18,121.6,23,0.127071823
2.18,121.7,23,0.127071823
2.18,121.8,23,0.127071823
2.18,121.9,23,0.127071823
2.18,122,23,0.127071823
2.18,122.1,23,0.127071823
2.18,122.2,23,0.127071823
2.18,122.3,23,0.127071823
2.18,122.4,23,0.127071823
2.18,122.5,23,0.127071823
2.18,122.6,23,0.127071823
2.18,122.7,23,0.127071823
2.18,122.8,23,0.127071823
2.18,122.9,22,0.121546961
2.18,123,22,0.121546961
2.18,123.1,22,0.121546961
2.18,123.2,22,0.121546961
2.18,123.3,22,0.121546961
2.18,123.4,22,0.121546961
2.18,123.5,22,0.121546961
2.18,123.6,22,0.121546961
2.18,123.7,22,0.121546961
2.18,123.8,22,0.121546961
2.18,123.9,23,0.127071823
2.18,124,23,0.127071823
2.18,124.1,23,0.127071823
2.18,124.2,23,0.127071823
2.18,124.3,22,0.121546961
2.18,124.4,22,0.121546961
2.18,124.5,22,0.121546961
2.18,124.6,22,0.121546961
2.18,124.7,22,0.121546961
2.18,124.8,22,0.121546961
2.18,124.9,22,0.121546961
2.18,125,22,0.121546961
2.18,125.1,22,0.121546961
2.18,125.2,22,0.121546961
2.18,125.3,22,0.121546961
2.18,125.4,22,0.121546961
2.18,125.5,22,0.121546961
2.18,125.6,21,0.116022099
2.18,125.7,21,0.116022099
2.18,125.8,21,0.116022099
2.18,125.9,21,0.116022099
2.18,126,21,0.116022099
2.18,126.1,21,0.116022099
2.18,126.2,21,0.116022099
2.18,126.3,21,0.116022099
2.18,126.4,21,0.116022099
2.18,126.5,21,0.116022099
2.18,126.6,21,0.116022099
2.18,126.7,21,0.116022099
2.18,126.8,21,0.116022099
2.18,126.9,21,0.116022099
2.18,127,20,0.110497238
2.18,127.1,20,0.110497238
2.18,127.2,20,0.110497238
2.18,127.3,20,0.110497238
2.18,127.4,20,0.110497238
2.18,127.5,20,0.110497238
2.18,127.6,20,0.110497238
2.18,127.7,20,0.110497238
2.18,127.8,21,0.116022099
2.18,127.9,21,0.116022099
2.18,128,21,0.116022099
2.18,128.1,21,0.116022099
2.18,128.2,21,0.116022099
2.18,128.3,21,0.116022099
2.18,128.4,21,0.116022099
2.18,128.5,20,0.110497238
2.18,128.6,20,0.110497238
2.18,128.7,20,0.110497238
2.18,128.8,20,0.110497238
2.18,128.9,20,0.110497238
2.18,129,20,0.110497238
2.18,129.1,20,0.110497238
2.18,129.2,20,0.110497238
2.18,129.3,20,0.110497238
2.18,129.4,20,0.110497238
2.18,129.5,20,0.110497238
2.18,129.6,20,0.110497238
2.18,129.7,19,0.104972376
2.18,129.8,19,0.104972376
2.18,129.9,19,0.104972376
2.18,130,20,0.110497238
2.18,130.1,19,0.104972376
2.18,130.2,19,0.104972376
2.18,130.3,21,0.116022099
2.18,130.4,19,0.104972376
2.18,130.5,19,0.104972376
2.18,130.6,19,0.104972376
2.18,130.7,19,0.104972376
2.18,130.8,19,0.104972376
2.18,130.9,20,0.110497238
2.18,131,19,0.104972376
2.18,131.1,19,0.104972376
2.18,131.2,19,0.104972376
2.18,131.3,19,0.104972376
2.18,131.4,18,0.099447514
2.18,131.5,18,0.099447514
2.18,131.6,19,0.104972376
2.18,131.7,18,0.099447514
2.18,131.8,18,0.099447514
2.18,131.9,18,0.099447514
2.18,132,18,0.099447514
2.18,132.1,20,0.110497238
2.18,132.2,18,0.099447514
2.18,132.3,19,0.104972376
2.18,132.4,19,0.104972376
2.18,132.5,19,0.104972376
2.18,132.6,19,0.104972376
2.18,132.7,19,0.104972376
2.18,132.8,19,0.104972376
2.18,132.9,18,0.099447514
2.18,133,18,0.099447514
2.18,133.1,18,0.099447514
2.18,133.2,18,0.099447514
2.18,133.3,18,0.099447514
2.18,133.4,18,0.099447514
2.18,133.5,18,0.099447514
2.18,133.6,18,0.099447514
2.18,133.7,18,0.099447514
2.18,133.8,18,0.099447514
2.18,133.9,18,0.099447514
2.18,134,18,0.099447514
2.18,134.1,18,0.099447514
2.18,134.2,18,0.099447514
2.18,134.3,18,0.099447514
2.18,134.4,17,0.093922652
2.18,134.5,17,0.093922652
2.18,134.6,17,0.093922652
2.18,134.7,17,0.093922652
2.18,134.8,17,0.093922652
2.18,134.9,17,0.093922652
2.18,135,17,0.093922652
2.18,135.1,17,0.093922652
2.18,135.2,17,0.093922652
2.18,135.3,17,0.093922652
2.18,135.4,17,0.093922652
2.18,135.5,17,0.093922652
2.18,135.6,17,0.093922652
2.18,135.7,17,0.093922652
2.18,135.8,17,0.093922652
2.18,135.9,17,0.093922652
2.18,136,17,0.093922652
2.18,136.1,16,0.08839779
2.18,136.2,16,0.08839779
2.18,136.3,16,0.08839779
2.18,136.4,16,0.08839779
2.18,136.5,16,0.08839779
2.18,136.6,16,0.08839779
2.18,136.7,16,0.08839779
2.18,136.8,17,0.093922652
2.18,136.9,17,0.093922652
2.18,137,17,0.093922652
2.18,137.1,17,0.093922652
2.18,137.2,17,0.093922652
2.18,137.3,17,0.093922652
2.18,137.4,17,0.093922652
2.18,137.5,17,0.093922652
2.18,137.6,17,0.093922652
2.18,137.7,17,0.093922652
2.18,137.8,16,0.08839779
2.18,137.9,16,0.08839779
2.18,138,16,0.08839779
2.18,138.1,16,0.08839779
2.18,138.2,16,0.08839779
2.18,138.3,16,0.08839779
2.18,138.4,16,0.08839779
2.18,138.5,16,0.08839779
2.18,138.6,16,0.08839779
2.18,138.7,16,0.08839779
2.18,138.8,16,0.08839779
2.18,138.9,16,0.08839779
2.18,139,16,0.08839779
2.18,139.1,16,0.08839779
2.18,139.2,16,0.08839779
2.18,139.3,16,0.08839779
2.18,139.4,16,0.08839779
2.18,139.5,15,0.082872928
2.18,139.6,15,0.082872928
2.18,139.7,15,0.082872928
2.18,139.8,15,0.082872928
2.18,139.9,15,0.082872928
2.18,140,15,0.082872928
2.18,140.1,15,0.082872928
2.18,140.2,15,0.082872928
2.18,140.3,15,0.082872928
2.18,140.4,15,0.082872928
2.18,140.5,15,0.082872928
2.18,140.6,16,0.08839779
2.18,140.7,16,0.08839779
2.18,140.8,16,0.08839779
2.18,140.9,16,0.08839779
2.18,141,16,0.08839779
2.18,141.1,16,0.08839779
2.18,141.2,16,0.08839779
2.18,141.3,16,0.08839779
2.18,141.4,15,0.082872928
2.18,141.5,15,0.082872928
2.18,141.6,15,0.082872928
2.18,141.7,15,0.082872928
2.18,141.8,15,0.082872928
2.18,141.9,15,0.082872928
2.18,142,15,0.082872928
2.18,142.1,15,0.082872928
2.18,142.2,15,0.082872928
2.18,142.3,15,0.082872928
2.18,142.4,15,0.082872928
2.18,142.5,15,0.082872928
2.18,142.6,15,0.082872928
2.18,142.7,15,0.082872928
2.18,142.8,15,0.082872928
2.18,142.9,15,0.082872928
2.18,143,15,0.082872928
2.18,143.1,15,0.082872928
2.18,143.2,14,0.077348066
2.18,143.3,14,0.077348066
2.18,143.4,14,0.077348066
2.18,143.5,14,0.077348066
2.18,143.6,14,0.077348066
2.18,143.7,14,0.077348066
2.18,143.8,15,0.082872928
2.18,143.9,15,0.082872928
2.18,144,15,0.082872928
2.18,144.1,15,0.082872928
2.18,144.2,15,0.082872928
2.18,144.3,15,0.082872928
2.18,144.4,15,0.082872928
2.18,144.5,15,0.082872928
2.18,144.6,15,0.082872928
2.18,144.7,15,0.082872928
2.18,144.8,15,0.082872928
2.18,144.9,15,0.082872928
2.18,145,15,0.082872928
2.18,145.1,15,0.082872928
2.18,145.2,14,0.077348066
2.18,145.3,14,0.077348066
2.18,145.4,14,0.077348066
2.18,145.5,14,0.077348066
2.18,145.6,14,0.077348066
2.18,145.7,14,0.077348066
2.18,145.8,14,0.077348066
2.18,145.9,14,0.077348066
2.18,146,14,0.077348066
2.18,146.1,14,0.077348066
2.18,146.2,14,0.077348066
2.18,146.3,14,0.077348066
2.18,146.4,14,0.077348066
2.18,146.5,14,0.077348066
2.18,146.6,14,0.077348066
2.18,146.7,14,0.077348066
2.18,146.8,14,0.077348066
2.18,146.9,14,0.077348066
2.18,147,14,0.077348066
2.18,147.1,15,0.082872928
2.18,147.2,15,0.082872928
2.18,147.3,14,0.077348066
2.18,147.4,14,0.077348066
2.18,147.5,14,0.077348066
2.18,147.6,14,0.077348066
2.18,147.7,14,0.077348066
2.18,147.8,14,0.077348066
2.18,147.9,14,0.077348066
2.18,148,14,0.077348066
2.18,148.1,14,0.077348066
2.18,148.2,14,0.077348066
2.18,148.3,14,0.077348066
2.18,148.4,14,0.077348066
2.18,148.5,14,0.077348066
2.18,148.6,14,0.077348066
2.18,148.7,14,0.077348066
2.18,148.8,14,0.077348066
2.18,148.9,14,0.077348066
2.18,149,14,0.077348066
2.18,149.1,14,0.077348066
2.18,149.2,13,0.071823204
2.18,149.3,13,0.071823204
2.18,149.4,13,0.071823204
2.18,149.5,13,0.071823204
2.18,149.6,13,0.071823204
2.18,149.7,13,0.071823204
2.18,149.8,13,0.071823204
2.18,149.9,13,0.071823204
2.18,150,13,0.071823204
2.18,150.1,13,0.071823204
2.18,150.2,13,0.071823204
2.18,150.3,13,0.071823204
2.18,150.4,14,0.077348066
2.18,150.5,14,0.077348066
2.18,150.6,14,0.077348066
2.18,150.7,14,0.077348066
2.18,150.8,14,0.077348066
2.18,150.9,14,0.077348066
2.18,151,14,0.077348066
2.18,151.1,14,0.077348066
2.18,151.2,13,0.071823204
2.18,151.3,13,0.071823204
2.18,151.4,13,0.071823204
2.18,151.5,13,0.071823204
2.18,151.6,13,0.071823204
2.18,151.7,13,0.071823204
2.18,151.8,13,0.071823204
2.18,151.9,13,0.071823204
2.18,152,13,0.071823204
2.18,152.1,13,0.071823204
2.18,152.2,13,0.071823204
2.18,152.3,13,0.071823204
2.18,152.4,13,0.071823204
2.18,152.5,13,0.071823204
2.18,152.6,13,0.071823204
2.18,152.7,13,0.071823204
2.18,152.8,13,0.071823204
2.18,152.9,13,0.071823204
2.18,153,13,0.071823204
2.18,153.1,13,0.071823204
2.18,153.2,13,0.071823204
2.18,153.3,13,0.071823204
2.18,153.4,13,0.071823204
2.18,153.5,12,0.066298343
2.18,153.6,12,0.066298343
2.18,153.7,12,0.066298343
2.18,153.8,13,0.071823204
2.18,153.9,13,0.071823204
2.18,154,13,0.071823204
2.18,154.1,13,0.071823204
2.18,154.2,13,0.071823204
2.18,154.3,13,0.071823204
2.18,154.4,13,0.071823204
2.18,154.5,13,0.071823204
2.18,154.6,13,0.071823204
2.18,154.7,13,0.071823204
2.18,154.8,13,0.071823204
2.18,154.9,13,0.071823204
2.18,155,13,0.071823204
2.18,155.1,13,0.071823204
2.18,155.2,13,0.071823204
2.18,155.3,13,0.071823204
