a,b,c,d
2.02,47.4,0,0
2.02,47.5,0,0
2.02,47.6,0,0
2.02,47.7,0,0
2.02,47.8,0,0
2.02,47.9,0,0
2.02,48,0,0
2.02,48.1,0,0
2.02,48.2,0,0
2.02,48.3,0,0
2.02,48.4,0,0
2.02,48.5,0,0
2.02,48.6,0,0
2.02,48.7,0,0
2.02,48.8,0,0
2.02,48.9,0,0
2.02,49,0,0
2.02,49.1,0,0
2.02,49.2,0,0
2.02,49.3,0,0
2.02,49.4,0,0
2.02,49.5,0,0
2.02,49.6,0,0
2.02,49.7,0,0
2.02,49.8,0,0
2.02,49.9,0,0
2.02,50,0,0
2.02,50.1,0,0
2.02,50.2,0,0
2.02,50.3,0,0
2.02,50.4,0,0
2.02,50.5,0,0
2.02,50.6,0,0
2.02,50.7,0,0
2.02,50.8,0,0
2.02,50.9,0,0
2.02,51,0,0
2.02,51.1,0,0
2.02,51.2,0,0
2.02,51.3,0,0
2.02,51.4,0,0
2.02,51.5,0,0
2.02,51.6,0,0
2.02,51.7,0,0
2.02,51.8,0,0
2.02,51.9,0,0
2.02,52,0,0
2.02,52.1,0,0
2.02,52.2,0,0
2.02,52.3,0,0
2.02,52.4,0,0
2.02,52.5,0,0
2.02,52.6,0,0
2.02,52.7,0,0
2.02,52.8,0,0
2.02,52.9,0,0
2.02,53,0,0
2.02,53.1,0,0
2.02,53.2,0,0
2.02,53.3,0,0
2.02,53.4,0,0
2.02,53.5,0,0
2.02,53.6,0,0
2.02,53.7,0,0
2.02,53.8,0,0
2.02,53.9,0,0
2.02,54,0,0
2.02,54.1,0,0
2.02,54.2,0,0
2.02,54.3,0,0
2.02,54.4,0,0
2.02,54.5,0,0
2.02,54.6,0,0
2.02,54.7,0,0
2.02,54.8,0,0
2.02,54.9,0,0
2.02,55,0,0
2.02,55.1,0,0
2.02,55.2,0,0
2.02,55.3,0,0
2.02,55.4,0,0
2.02,55.5,0,0
2.02,55.6,0,0
2.02,55.7,0,0
2.02,55.8,0,0
2.02,55.9,0,0
2.02,56,0,0
2.02,56.1,0,0
2.02,56.2,0,0
2.02,56.3,0,0
2.02,56.4,0,0
2.02,56.5,0,0
2.02,56.6,0,0
2.02,56.7,0,0
2.02,56.8,0,0
2.02,56.9,0,0
2.02,57,0,0
2.02,57.1,0,0
2.02,57.2,0,0
2.02,57.3,0,0
2.02,57.4,0,0
2.02,57.5,0,0
2.02,57.6,0,0
2.02,57.7,0,0
2.02,57.8,0,0
2.02,57.9,0,0
2.02,58,0,0
2.02,58.1,0,0
2.02,58.2,0,0
2.02,58.3,0,0
2.02,58.4,0,0
2.02,58.5,0,0
2.02,58.6,0,0
2.02,58.7,0,0
2.02,58.8,0,0
2.02,58.9,0,0
2.02,59,0,0
2.02,59.1,0,0
2.02,59.2,0,0
2.02,59.3,0,0
2.02,59.4,0,0
2.02,59.5,0,0
2.02,59.6,0,0
2.02,59.7,0,0
2.02,59.8,0,0
2.02,59.9,0,0
2.02,60,0,0
2.02,60.1,0,0
2.02,60.2,1,0.005524862
2.02,60.3,0,0
2.02,60.4,0,0
2.02,60.5,1,0.005524862
2.02,60.6,0,0
2.02,60.7,0,0
2.02,60.8,0,0
2.02,60.9,1,0.005524862
2.02,61,3,0.016574586
2.02,61.1,5,0.027624309
2.02,61.2,5,0.027624309
2.02,61.3,7,0.038674033
2.02,61.4,2,0.011049724
2.02,61.5,3,0.016574586
2.02,61.6,2,0.011049724
2.02,61.7,2,0.011049724
2.02,61.8,4,0.022099448
2.02,61.9,4,0.022099448
2.02,62,7,0.038674033
2.02,62.1,8,0.044198895
2.02,62.2,7,0.038674033
2.02,62.3,6,0.033149171
2.02,62.4,6,0.033149171
2.02,62.5,6,0.033149171
2.02,62.6,8,0.044198895
2.02,62.7,8,0.044198895
2.02,62.8,8,0.044198895
2.02,62.9,11,0.060773481
2.02,63,8,0.044198895
2.02,63.1,10,0.055248619
2.02,63.2,10,0.055248619
2.02,63.3,9,0.049723757
2.02,63.4,10,0.055248619
2.02,63.5,6,0.033149171
2.02,63.6,10,0.055248619
2.02,63.7,9,0.049723757
2.02,63.8,7,0.038674033
2.02,63.9,10,0.055248619
2.02,64,9,0.049723757
2.02,64.1,9,0.049723757
2.02,64.2,7,0.038674033
2.02,64.3,10,0.055248619
2.02,64.4,9,0.049723757
2.02,64.5,9,0.049723757
2.02,64.6,8,0.044198895
2.02,64.7,8,0.044198895
2.02,64.8,9,0.049723757
2.02,64.9,7,0.038674033
2.02,65,7,0.038674033
2.02,65.1,5,0.027624309
2.02,65.2,5,0.027624309
2.02,65.3,6,0.033149171
2.02,65.4,6,0.033149171
2.02,65.5,4,0.022099448
2.02,65.6,4,0.022099448
2.02,65.7,3,0.016574586
2.02,65.8,3,0.016574586
2.02,65.9,0,0
2.02,66,0,0
2.02,66.1,0,0
2.02,66.2,0,0
2.02,66.3,0,0
2.02,66.4,0,0
2.02,66.5,0,0
2.02,66.6,0,0
2.02,66.7,0,0
2.02,66.8,0,0
2.02,66.9,0,0
2.02,67,0,0
2.02,67.1,0,0
2.02,67.2,0,0
2.02,67.3,0,0
2.02,67.4,0,0
2.02,67.5,0,0
2.02,67.6,0,0
2.02,67.7,0,0
2.02,67.8,0,0
2.02,67.9,0,0
2.02,68,0,0
2.02,68.1,0,0
2.02,68.2,0,0
2.02,68.3,0,0
2.02,68.4,0,0
2.02,68.5,0,0
2.02,68.6,0,0
2.02,68.7,0,0
2.02,68.8,0,0
2.02,68.9,0,0
2.02,69,0,0
2.02,69.1,0,0
2.02,69.2,0,0
2.02,69.3,0,0
2.02,69.4,0,0
2.02,69.5,0,0
2.02,69.6,0,0
2.02,69.7,0,0
2.02,69.8,0,0
2.02,69.9,0,0
2.02,70,0,0
2.02,70.1,0,0
2.02,70.2,0,0
2.02,70.3,0,0
2.02,70.4,0,0
2.02,70.5,0,0
2.02,70.6,0,0
2.02,70.7,0,0
2.02,70.8,0,0
2.02,70.9,0,0
2.02,71,0,0
2.02,71.1,0,0
2.02,71.2,0,0
2.02,71.3,0,0
2.02,71.4,0,0
2.02,71.5,0,0
2.02,71.6,0,0
2.02,71.7,0,0
2.02,71.8,0,0
2.02,71.9,0,0
2.02,72,0,0
2.02,72.1,0,0
2.02,72.2,0,0
2.02,72.3,0,0
2.02,72.4,0,0
2.02,72.5,0,0
2.02,72.6,0,0
2.02,72.7,0,0
2.02,72.8,0,0
2.02,72.9,0,0
2.02,73,0,0
2.02,73.1,0,0
2.02,73.2,0,0
2.02,73.3,0,0
2.02,73.4,0,0
2.02,73.5,0,0
2.02,73.6,0,0
2.02,73.7,0,0
2.02,73.8,0,0
2.02,73.9,0,0
2.02,74,0,0
2.02,74.1,0,0
2.02,74.2,0,0
2.02,74.3,0,0
2.02,74.4,0,0
2.02,74.5,0,0
2.02,74.6,0,0
2.02,74.7,0,0
2.02,74.8,0,0
2.02,74.9,0,0
2.02,75,0,0
2.02,75.1,0,0
2.02,75.2,0,0
2.02,75.3,0,0
2.02,75.4,0,0
2.02,75.5,0,0
2.02,75.6,0,0
2.02,75.7,0,0
2.02,75.8,0,0
2.02,75.9,0,0
2.02,76,0,0
2.02,76.1,0,0
2.02,76.2,0,0
2.02,76.3,0,0
2.02,76.4,0,0
2.02,76.5,0,0
2.02,76.6,0,0
2.02,76.7,0,0
2.02,76.8,0,0
2.02,76.9,0,0
2.02,77,0,0
2.02,77.1,0,0
2.02,77.2,0,0
2.02,77.3,0,0
2.02,77.4,0,0
2.02,77.5,0,0
2.02,77.6,0,0
2.02,77.7,0,0
2.02,77.8,0,0
2.02,77.9,0,0
2.02,78,0,0
2.02,78.1,0,0
2.02,78.2,0,0
2.02,78.3,0,0
2.02,78.4,0,0
2.02,78.5,0,0
2.02,78.6,0,0
2.02,78.7,0,0
2.02,78.8,0,0
2.02,78.9,0,0
2.02,79,0,0
2.02,79.1,0,0
2.02,79.2,0,0
2.02,79.3,0,0
2.02,79.4,0,0
2.02,79.5,0,0
2.02,79.6,0,0
2.02,79.7,0,0
2.02,79.8,0,0
2.02,79.9,0,0
2.02,80,0,0
2.02,80.1,0,0
2.02,80.2,0,0
2.02,80.3,0,0
2.02,80.4,0,0
2.02,80.5,0,0
2.02,80.6,0,0
2.02,80.7,0,0
2.02,80.8,0,0
2.02,80.9,0,0
2.02,81,0,0
2.02,81.1,0,0
2.02,81.2,0,0
2.02,81.3,0,0
2.02,81.4,0,0
2.02,81.5,0,0
2.02,81.6,0,0
2.02,81.7,0,0
2.02,81.8,0,0
2.02,81.9,0,0
2.02,82,0,0
2.02,82.1,0,0
2.02,82.2,0,0
2.02,82.3,0,0
2.02,82.4,0,0
2.02,82.5,0,0
2.02,82.6,0,0
2.02,82.7,0,0
2.02,82.8,0,0
2.02,82.9,0,0
2.02,83,0,0
2.02,83.1,0,0
2.02,83.2,0,0
2.02,83.3,0,0
2.02,83.4,0,0
2.02,83.5,0,0
2.02,83.6,0,0
2.02,83.7,0,0
2.02,83.8,0,0
2.02,83.9,0,0
2.02,84,0,0
2.02,84.1,0,0
2.02,84.2,0,0
2.02,84.3,0,0
2.02,84.4,0,0
2.02,84.5,0,0
2.02,84.6,0,0
2.02,84.7,0,0
2.02,84.8,0,0
2.02,84.9,0,0
2.02,85,0,0
2.02,85.1,0,0
2.02,85.2,0,0
2.02,85.3,0,0
2.02,85.4,0,0
2.02,85.5,0,0
2.02,85.6,0,0
2.02,85.7,0,0
2.02,85.8,0,0
2.02,85.9,0,0
2.02,86,0,0
2.02,86.1,0,0
2.02,86.2,0,0
2.02,86.3,0,0
2.02,86.4,0,0
2.02,86.5,0,0
2.02,86.6,0,0
2.02,86.7,0,0
2.02,86.8,0,0
2.02,86.9,0,0
2.02,87,0,0
2.02,87.1,0,0
2.02,87.2,0,0
2.02,87.3,0,0
2.02,87.4,0,0
2.02,87.5,0,0
2.02,87.6,0,0
2.02,87.7,0,0
2.02,87.8,0,0
2.02,87.9,0,0
2.02,88,0,0
2.02,88.1,0,0
2.02,88.2,0,0
2.02,88.3,0,0
2.02,88.4,0,0
2.02,88.5,0,0
2.02,88.6,0,0
2.02,88.7,0,0
2.02,88.8,0,0
2.02,88.9,0,0
2.02,89,0,0
2.02,89.1,0,0
2.02,89.2,0,0
2.02,89.3,0,0
2.02,89.4,0,0
2.02,89.5,0,0
2.02,89.6,0,0
2.02,89.7,0,0
2.02,89.8,0,0
2.02,89.9,0,0
2.02,90,0,0
2.02,90.1,0,0
2.02,90.2,0,0
2.02,90.3,0,0
2.02,90.4,0,0
2.02,90.5,0,0
2.02,90.6,0,0
2.02,90.7,0,0
2.02,90.8,0,0
2.02,90.9,0,0
2.02,91,0,0
2.02,91.1,0,0
2.02,91.2,0,0
2.02,91.3,0,0
2.02,91.4,0,0
2.02,91.5,0,0
2.02,91.6,0,0
2.02,91.7,0,0
2.02,91.8,0,0
2.02,91.9,0,0
2.02,92,0,0
2.02,92.1,0,0
2.02,92.2,0,0
2.02,92.3,0,0
2.02,92.4,0,0
2.02,92.5,0,0
2.02,92.6,0,0
2.02,92.7,0,0
2.02,92.8,0,0
2.02,92.9,0,0
2.02,93,0,0
2.02,93.1,0,0
2.02,93.2,0,0
2.02,93.3,0,0
2.02,93.4,0,0
2.02,93.5,0,0
2.02,93.6,0,0
2.02,93.7,0,0
2.02,93.8,0,0
2.02,93.9,0,0
2.02,94,0,0
2.02,94.1,0,0
2.02,94.2,0,0
2.02,94.3,0,0
2.02,94.4,0,0
2.02,94.5,0,0
2.02,94.6,0,0
2.02,94.7,0,0
2.02,94.8,0,0
2.02,94.9,0,0
2.02,95,0,0
2.02,95.1,0,0
2.02,95.2,0,0
2.02,95.3,0,0
2.02,95.4,0,0
2.02,95.5,0,0
2.02,95.6,0,0
2.02,95.7,0,0
2.02,95.8,0,0
2.02,95.9,0,0
2.02,96,0,0
2.02,96.1,0,0
2.02,96.2,0,0
2.02,96.3,0,0
2.02,96.4,0,0
2.02,96.5,0,0
2.02,96.6,0,0
2.02,96.7,0,0
2.02,96.8,0,0
2.02,96.9,0,0
2.02,97,0,0
2.02,97.1,0,0
2.02,97.2,0,0
2.02,97.3,0,0
2.02,97.4,0,0
2.02,97.5,0,0
2.02,97.6,0,0
2.02,97.7,0,0
2.02,97.8,0,0
2.02,97.9,0,0
2.02,98,0,0
2.02,98.1,0,0
2.02,98.2,0,0
2.02,98.3,0,0
2.02,98.4,0,0
2.02,98.5,0,0
2.02,98.6,0,0
2.02,98.7,0,0
2.02,98.8,0,0
2.02,98.9,0,0
2.02,99,0,0
2.02,99.1,0,0
2.02,99.2,0,0
2.02,99.3,0,0
2.02,99.4,0,0
2.02,99.5,0,0
2.02,99.6,0,0
2.02,99.7,0,0
2.02,99.8,0,0
2.02,99.9,0,0
2.02,100,0,0
2.02,100.1,0,0
2.02,100.2,0,0
2.02,100.3,0,0
2.02,100.4,0,0
2.02,100.5,0,0
2.02,100.6,0,0
2.02,100.7,0,0
2.02,100.8,0,0
2.02,100.9,0,0
2.02,101,0,0
2.02,101.1,0,0
2.02,101.2,0,0
2.02,101.3,0,0
2.02,101.4,0,0
2.02,101.5,0,0
2.02,101.6,0,0
2.02,101.7,0,0
2.02,101.8,0,0
2.02,101.9,0,0
2.02,102,0,0
2.02,102.1,0,0
2.02,102.2,0,0
2.02,102.3,0,0
2.02,102.4,0,0
2.02,102.5,0,0
2.02,102.6,0,0
2.02,102.7,0,0
2.02,102.8,0,0
2.02,102.9,0,0
2.02,103,0,0
2.02,103.1,0,0
2.02,103.2,0,0
2.02,103.3,0,0
2.02,103.4,0,0
2.02,103.5,0,0
2.02,103.6,0,0
2.02,103.7,0,0
2.02,103.8,0,0
2.02,103.9,0,0
2.02,104,0,0
2.02,104.1,0,0
2.02,104.2,0,0
2.02,104.3,0,0
2.02,104.4,0,0
2.02,104.5,0,0
2.02,104.6,0,0
2.02,104.7,0,0
2.02,104.8,0,0
2.02,104.9,0,0
2.02,105,0,0
2.02,105.1,0,0
2.02,105.2,0,0
2.02,105.3,0,0
2.02,105.4,0,0
2.02,105.5,0,0
2.02,105.6,0,0
2.02,105.7,0,0
2.02,105.8,0,0
2.02,105.9,0,0
2.02,106,0,0
2.02,106.1,0,0
2.02,106.2,0,0
2.02,106.3,0,0
2.02,106.4,0,0
2.02,106.5,0,0
2.02,106.6,0,0
2.02,106.7,0,0
2.02,106.8,0,0
2.02,106.9,0,0
2.02,107,0,0
2.02,107.1,0,0
2.02,107.2,0,0
2.02,107.3,0,0
2.02,107.4,0,0
2.02,107.5,0,0
2.02,107.6,0,0
2.02,107.7,0,0
2.02,107.8,0,0
2.02,107.9,0,0
2.02,108,0,0
2.02,108.1,0,0
2.02,108.2,0,0
2.02,108.3,0,0
2.02,108.4,0,0
2.02,108.5,0,0
2.02,108.6,0,0
2.02,108.7,0,0
2.02,108.8,0,0
2.02,108.9,0,0
2.02,109,0,0
2.02,109.1,0,0
2.02,109.2,0,0
2.02,109.3,0,0
2.02,109.4,0,0
2.02,109.5,0,0
2.02,109.6,0,0
2.02,109.7,0,0
2.02,109.8,0,0
2.02,109.9,0,0
2.02,110,0,0
2.02,110.1,0,0
2.02,110.2,0,0
2.02,110.3,0,0
2.02,110.4,0,0
2.02,110.5,0,0
2.02,110.6,0,0
2.02,110.7,0,0
2.02,110.8,0,0
2.02,110.9,0,0
2.02,111,0,0
2.02,111.1,0,0
2.02,111.2,0,0
2.02,111.3,0,0
2.02,111.4,0,0
2.02,111.5,0,0
2.02,111.6,0,0
2.02,111.7,0,0
2.02,111.8,0,0
2.02,111.9,0,0
2.02,112,0,0
2.02,112.1,0,0
2.02,112.2,0,0
2.02,112.3,0,0
2.02,112.4,0,0
2.02,112.5,0,0
2.02,112.6,0,0
2.02,112.7,0,0
2.02,112.8,0,0
2.02,112.9,0,0
2.02,113,0,0
2.02,113.1,0,0
2.02,113.2,0,0
2.02,113.3,0,0
2.02,113.4,0,0
2.02,113.5,0,0
2.02,113.6,0,0
2.02,113.7,0,0
2.02,113.8,0,0
2.02,113.9,0,0
2.02,114,0,0
2.02,114.1,0,0
2.02,114.2,0,0
2.02,114.3,0,0
2.02,114.4,0,0
2.02,114.5,0,0
2.02,114.6,0,0
2.02,114.7,0,0
2.02,114.8,0,0
2.02,114.9,0,0
2.02,115,0,0
2.02,115.1,0,0
2.02,115.2,0,0
2.02,115.3,0,0
2.02,115.4,0,0
2.02,115.5,0,0
2.02,115.6,0,0
2.02,115.7,0,0
2.02,115.8,0,0
2.02,115.9,0,0
2.02,116,0,0
2.02,116.1,0,0
2.02,116.2,0,0
2.02,116.3,0,0
2.02,116.4,0,0
2.02,116.5,0,0
2.02,116.6,0,0
2.02,116.7,0,0
2.02,116.8,0,0
2.02,116.9,0,0
2.02,117,0,0
2.02,117.1,0,0
2.02,117.2,0,0
2.02,117.3,0,0
2.02,117.4,0,0
2.02,117.5,0,0
2.02,117.6,0,0
2.02,117.7,0,0
2.02,117.8,0,0
2.02,117.9,0,0
2.02,118,0,0
2.02,118.1,0,0
2.02,118.2,0,0
2.02,118.3,0,0
2.02,118.4,0,0
2.02,118.5,0,0
2.02,118.6,0,0
2.02,118.7,0,0
2.02,118.8,0,0
2.02,118.9,0,0
2.02,119,0,0
2.02,119.1,0,0
2.02,119.2,0,0
2.02,119.3,0,0
2.02,119.4,0,0
2.02,119.5,0,0
2.02,119.6,0,0
2.02,119.7,0,0
2.02,119.8,0,0
2.02,119.9,0,0
2.02,120,0,0
2.02,120.1,0,0
2.02,120.2,0,0
2.02,120.3,0,0
2.02,120.4,0,0
2.02,120.5,0,0
2.02,120.6,0,0
2.02,120.7,0,0
2.02,120.8,0,0
2.02,120.9,0,0
2.02,121,0,0
2.02,121.1,0,0
2.02,121.2,0,0
2.02,121.3,0,0
2.02,121.4,0,0
2.02,121.5,0,0
2.02,121.6,0,0
2.02,121.7,0,0
2.02,121.8,0,0
2.02,121.9,0,0
2.02,122,0,0
2.02,122.1,0,0
2.02,122.2,0,0
2.02,122.3,0,0
2.02,122.4,0,0
2.02,122.5,0,0
2.02,122.6,0,0
2.02,122.7,0,0
2.02,122.8,0,0
2.02,122.9,0,0
2.02,123,0,0
2.02,123.1,0,0
2.02,123.2,0,0
2.02,123.3,0,0
2.02,123.4,0,0
2.02,123.5,0,0
2.02,123.6,0,0
2.02,123.7,0,0
2.02,123.8,0,0
2.02,123.9,0,0
2.02,124,0,0
2.02,124.1,0,0
2.02,124.2,0,0
2.02,124.3,0,0
2.02,124.4,0,0
2.02,124.5,0,0
2.02,124.6,0,0
2.02,124.7,0,0
2.02,124.8,0,0
2.02,124.9,0,0
2.02,125,0,0
2.02,125.1,0,0
2.02,125.2,0,0
2.02,125.3,0,0
2.02,125.4,0,0
2.02,125.5,0,0
2.02,125.6,0,0
2.02,125.7,0,0
2.02,125.8,0,0
2.02,125.9,0,0
2.02,126,0,0
2.02,126.1,0,0
2.02,126.2,0,0
2.02,126.3,0,0
2.02,126.4,0,0
2.02,126.5,0,0
2.02,126.6,0,0
2.02,126.7,0,0
2.02,126.8,0,0
2.02,126.9,0,0
2.02,127,0,0
2.02,127.1,0,0
2.02,127.2,0,0
2.02,127.3,0,0
2.02,127.4,0,0
2.02,127.5,0,0
2.02,127.6,0,0
2.02,127.7,0,0
2.02,127.8,0,0
2.02,127.9,0,0
2.02,128,0,0
2.02,128.1,0,0
2.02,128.2,0,0
2.02,128.3,0,0
2.02,128.4,0,0
2.02,128.5,0,0
2.02,128.6,0,0
2.02,128.7,0,0
2.02,128.8,0,0
2.02,128.9,0,0
2.02,129,0,0
2.02,129.1,0,0
2.02,129.2,0,0
2.02,129.3,0,0
2.02,129.4,0,0
2.02,129.5,0,0
2.02,129.6,0,0
2.02,129.7,0,0
2.02,129.8,0,0
2.02,129.9,0,0
2.02,130,0,0
2.02,130.1,0,0
2.02,130.2,0,0
2.02,130.3,0,0
2.02,130.4,0,0
2.02,130.5,0,0
2.02,130.6,0,0
2.02,130.7,0,0
2.02,130.8,0,0
2.02,130.9,0,0
2.02,131,0,0
2.02,131.1,0,0
2.02,131.2,0,0
2.02,131.3,0,0
2.02,131.4,0,0
2.02,131.5,0,0
2.02,131.6,0,0
2.02,131.7,0,0
2.02,131.8,0,0
2.02,131.9,0,0
2.02,132,0,0
2.02,132.1,0,0
2.02,132.2,0,0
2.02,132.3,0,0
2.02,132.4,0,0
2.02,132.5,0,0
2.02,132.6,0,0
2.02,132.7,0,0
2.02,132.8,0,0
2.02,132.9,0,0
2.02,133,0,0
2.02,133.1,0,0
2.02,133.2,0,0
2.02,133.3,0,0
2.02,133.4,0,0
2.02,133.5,0,0
2.02,133.6,0,0
2.02,133.7,0,0
2.02,133.8,0,0
2.02,133.9,0,0
2.02,134,0,0
2.02,134.1,0,0
2.02,134.2,0,0
2.02,134.3,0,0
2.02,134.4,0,0
2.02,134.5,0,0
2.02,134.6,0,0
2.02,134.7,0,0
2.02,134.8,0,0
2.02,134.9,0,0
2.02,135,0,0
2.02,135.1,0,0
2.02,135.2,0,0
2.02,135.3,0,0
2.02,135.4,0,0
2.02,135.5,0,0
2.02,135.6,0,0
2.02,135.7,0,0
2.02,135.8,0,0
2.02,135.9,0,0
2.02,136,0,0
2.02,136.1,0,0
2.02,136.2,0,0
2.02,136.3,0,0
2.02,136.4,0,0
2.02,136.5,0,0
2.02,136.6,0,0
2.02,136.7,0,0
2.02,136.8,0,0
2.02,136.9,0,0
2.02,137,0,0
2.02,137.1,0,0
2.02,137.2,0,0
2.02,137.3,0,0
2.02,137.4,0,0
2.02,137.5,0,0
2.02,137.6,0,0
2.02,137.7,0,0
2.02,137.8,0,0
2.02,137.9,0,0
2.02,138,0,0
2.02,138.1,0,0
2.02,138.2,0,0
2.02,138.3,0,0
2.02,138.4,0,0
2.02,138.5,0,0
2.02,138.6,0,0
2.02,138.7,0,0
2.02,138.8,0,0
2.02,138.9,0,0
2.02,139,0,0
2.02,139.1,0,0
2.02,139.2,0,0
2.02,139.3,0,0
2.02,139.4,0,0
2.02,139.5,0,0
2.02,139.6,0,0
2.02,139.7,0,0
2.02,139.8,0,0
2.02,139.9,0,0
2.02,140,0,0
2.02,140.1,0,0
2.02,140.2,0,0
2.02,140.3,0,0
2.02,140.4,0,0
2.02,140.5,0,0
2.02,140.6,0,0
2.02,140.7,0,0
2.02,140.8,0,0
2.02,140.9,0,0
2.02,141,0,0
2.02,141.1,0,0
2.02,141.2,0,0
2.02,141.3,0,0
2.02,141.4,0,0
2.02,141.5,0,0
2.02,141.6,0,0
2.02,141.7,0,0
2.02,141.8,0,0
2.02,141.9,0,0
2.02,142,0,0
2.02,142.1,0,0
2.02,142.2,0,0
2.02,142.3,0,0
2.02,142.4,0,0
2.02,142.5,0,0
2.02,142.6,0,0
2.02,142.7,0,0
2.02,142.8,0,0
2.02,142.9,0,0
2.02,143,0,0
2.02,143.1,0,0
2.02,143.2,0,0
2.02,143.3,0,0
2.02,143.4,0,0
2.02,143.5,0,0
2.02,143.6,0,0
2.02,143.7,0,0
2.02,143.8,0,0
2.02,143.9,0,0
2.02,144,0,0
2.02,144.1,0,0
2.02,144.2,0,0
2.02,144.3,0,0
2.02,144.4,0,0
2.02,144.5,0,0
2.02,144.6,0,0
2.02,144.7,0,0
2.02,144.8,0,0
2.02,144.9,0,0
2.02,145,0,0
2.02,145.1,0,0
2.02,145.2,0,0
2.02,145.3,0,0
2.02,145.4,0,0
2.02,145.5,0,0
2.02,145.6,0,0
2.02,145.7,0,0
2.02,145.8,0,0
2.02,145.9,0,0
2.02,146,0,0
2.02,146.1,0,0
2.02,146.2,0,0
2.02,146.3,0,0
2.02,146.4,0,0
2.02,146.5,0,0
2.02,146.6,0,0
2.02,146.7,0,0
2.02,146.8,0,0
2.02,146.9,0,0
2.02,147,0,0
2.02,147.1,0,0
2.02,147.2,0,0
2.02,147.3,0,0
2.02,147.4,0,0
2.02,147.5,0,0
2.02,147.6,0,0
2.02,147.7,0,0
2.02,147.8,0,0
2.02,147.9,0,0
2.02,148,0,0
2.02,148.1,0,0
2.02,148.2,0,0
2.02,148.3,0,0
2.02,148.4,0,0
2.02,148.5,0,0
2.02,148.6,0,0
2.02,148.7,0,0
2.02,148.8,0,0
2.02,148.9,0,0
2.02,149,0,0
2.02,149.1,0,0
2.02,149.2,0,0
2.02,149.3,0,0
2.02,149.4,0,0
2.02,149.5,0,0
2.02,149.6,0,0
2.02,149.7,0,0
2.02,149.8,0,0
2.02,149.9,0,0
2.02,150,0,0
2.02,150.1,0,0
2.02,150.2,0,0
2.02,150.3,0,0
2.02,150.4,0,0
2.02,150.5,0,0
2.02,150.6,0,0
2.02,150.7,0,0
2.02,150.8,0,0
2.02,150.9,0,0
2.02,151,0,0
2.02,151.1,0,0
2.02,151.2,0,0
2.02,151.3,0,0
2.02,151.4,0,0
2.02,151.5,0,0
2.02,151.6,0,0
2.02,151.7,0,0
2.02,151.8,0,0
2.02,151.9,0,0
2.02,152,0,0
2.02,152.1,0,0
2.02,152.2,0,0
2.02,152.3,0,0
2.02,152.4,0,0
2.02,152.5,0,0
2.02,152.6,0,0
2.02,152.7,0,0
2.02,152.8,0,0
2.02,152.9,0,0
2.02,153,0,0
2.02,153.1,0,0
2.02,153.2,0,0
2.02,153.3,0,0
2.02,153.4,0,0
2.02,153.5,0,0
2.02,153.6,0,0
2.02,153.7,0,0
2.02,153.8,0,0
2.02,153.9,0,0
2.02,154,0,0
2.02,154.1,0,0
2.02,154.2,0,0
2.02,154.3,0,0
2.02,154.4,0,0
2.02,154.5,0,0
2.02,154.6,0,0
2.02,154.7,0,0
2.02,154.8,0,0
2.02,154.9,0,0
2.02,155,0,0
2.02,155.1,0,0
2.02,155.2,0,0
2.02,155.3,0,0
2.02,155.4,0,0
2.02,155.5,0,0
2.02,155.6,0,0
2.02,155.7,0,0
2.02,155.8,0,0
2.02,155.9,0,0
2.02,156,0,0
2.02,156.1,0,0
2.02,156.2,0,0
2.02,156.3,0,0
2.02,156.4,0,0
2.02,156.5,0,0
2.02,156.6,0,0
2.02,156.7,0,0
2.02,156.8,0,0
2.02,156.9,0,0
2.02,157,0,0
2.02,157.1,0,0
2.02,157.2,0,0
2.02,157.3,0,0
2.02,157.4,0,0
2.02,157.5,0,0
2.02,157.6,0,0
2.02,157.7,0,0
2.02,157.8,0,0
2.02,157.9,0,0
2.02,158,0,0
2.02,158.1,0,0
2.02,158.2,0,0
2.02,158.3,0,0
2.02,158.4,0,0
2.02,158.5,0,0
2.02,158.6,0,0
2.02,158.7,0,0
2.02,158.8,0,0
2.02,158.9,0,0
2.02,159,0,0
2.02,159.1,0,0
2.02,159.2,0,0
2.02,159.3,0,0
2.02,159.4,0,0
2.02,159.5,0,0
2.02,159.6,0,0
2.02,159.7,0,0
2.02,159.8,0,0
2.02,159.9,0,0
2.02,160,0,0
2.02,160.1,0,0
2.02,160.2,0,0
2.02,160.3,0,0
2.02,160.4,0,0
2.02,160.5,0,0
2.02,160.6,0,0
2.02,160.7,0,0
2.02,160.8,0,0
2.02,160.9,0,0
2.02,161,0,0
2.02,161.1,0,0
2.02,161.2,0,0
2.02,161.3,0,0
2.02,161.4,0,0
2.02,161.5,0,0
2.02,161.6,0,0
2.02,161.7,0,0
2.02,161.8,0,0
2.02,161.9,0,0
2.02,162,0,0
2.02,162.1,0,0
2.02,162.2,0,0
2.02,162.3,0,0
2.02,162.4,0,0
2.02,162.5,0,0
2.02,162.6,0,0
2.02,162.7,0,0
2.02,162.8,0,0
2.02,162.9,0,0
2.02,163,0,0
2.02,163.1,0,0
2.02,163.2,0,0
2.02,163.3,0,0
2.02,163.4,0,0
2.02,163.5,0,0
2.02,163.6,0,0
2.02,163.7,0,0
2.02,163.8,0,0
2.02,163.9,0,0
2.02,164,0,0
2.02,164.1,0,0
